# MEAN_SAMPLE_SIZE = 77173
# TOTAL_GENES = 18811
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_response_to_estradi...          SET     124      0.04937    0.0039952     0.077523      0.26212 GO_bp:go_response_to_estradiol
GO_bp:go_coronary_vasculatur...1         SET      43     -0.04726    -0.002257      0.13103      0.64083 GO_bp:go_coronary_vasculature_development
GO_bp:go_cartilage_developme...1         SET     200     0.054109    0.0055497     0.058837      0.17888 GO_bp:go_cartilage_development
GO_bp:go_neuron_projection_e...1         SET     152    -0.052262    -0.004679     0.069803      0.77298 GO_bp:go_neuron_projection_extension
GO_bp:go_regulation_of_cardi...12        SET      76     0.089492     0.005677      0.10033      0.18621 GO_bp:go_regulation_of_cardiac_muscle_tissue_development
GO_bp:go_pyrimidine_nucleoti...1         SET      42     -0.16537   -0.0078056       0.1292      0.89972 GO_bp:go_pyrimidine_nucleotide_biosynthetic_process
GO_bp:go_response_to_muscle_...3         SET      18     -0.31076   -0.0096086      0.20357      0.93656 GO_bp:go_response_to_muscle_stretch
GO_bp:go_negative_regulation...487       SET      12    -0.024459  -0.00061759      0.29945      0.53255 GO_bp:go_negative_regulation_of_oligodendrocyte_differentiation
GO_bp:go_regulation_of_phosp...4         SET     117    -0.058016   -0.0045614     0.079342      0.76767 GO_bp:go_regulation_of_phosphatidylinositol_3_kinase_signaling
GO_bp:go_response_to_cold                SET      46     0.067589    0.0033383      0.11904       0.2851 GO_bp:go_response_to_cold
GO_bp:go_negative_regulation...630       SET      17     -0.26557   -0.0079801      0.22537      0.88067 GO_bp:go_negative_regulation_of_sodium_ion_transport
GO_bp:go_circulatory_system_...2         SET     505    -0.010129   -0.0016372     0.039516      0.60115 GO_bp:go_circulatory_system_process
GO_bp:go_regulation_of_trigl...3         SET       8    -0.063353   -0.0013063       0.3227      0.57782 GO_bp:go_regulation_of_triglyceride_metabolic_process
GO_bp:go_negative_regulation...273       SET      11     -0.37295   -0.0090162      0.26215      0.92257 GO_bp:go_negative_regulation_of_glycoprotein_biosynthetic_process
GO_bp:go_response_to_cocaine             SET      49     0.091634    0.0046708      0.12584      0.23325 GO_bp:go_response_to_cocaine
GO_bp:go_cell_chemotaxis                 SET     275     -0.03619   -0.0043437     0.053584      0.75028 GO_bp:go_cell_chemotaxis
GO_bp:go_negative_regulation...346       SET      20      0.37065     0.012079      0.20633     0.036228 GO_bp:go_negative_regulation_of_intrinsic_apoptotic_signaling_pathway_by_p53_class_mediator
GO_bp:go_ribonucleotide_cata...          SET      27     0.031547    0.0011944      0.16096      0.42231 GO_bp:go_ribonucleotide_catabolic_process
GO_bp:go_positive_regulation...517       SET       9     -0.33582   -0.0073439      0.26457      0.89783 GO_bp:go_positive_regulation_of_mitotic_sister_chromatid_separation
GO_bp:go_dna_templated_trans...3         SET      71    -0.028463   -0.0017454     0.089021      0.62541 GO_bp:go_dna_templated_transcription_termination
GO_bp:go_negative_regulation...329       SET      28     0.036075    0.0013908      0.15657      0.40889 GO_bp:go_negative_regulation_of_interleukin_1_production
GO_bp:go_positive_regulation...102       SET      63     0.012327   0.00071223      0.10912      0.45503 GO_bp:go_positive_regulation_of_cation_channel_activity
GO_bp:go_regulation_of_prost...2         SET      10     0.095914    0.0022109      0.25583      0.35387 GO_bp:go_regulation_of_prostaglandin_secretion
GO_bp:go_regulation_of_podos...          SET      14     -0.19189    -0.005233       0.2348       0.7931 GO_bp:go_regulation_of_podosome_assembly
GO_bp:go_cardiac_left_ventri...          SET      14      0.27516    0.0075041      0.24693      0.13257 GO_bp:go_cardiac_left_ventricle_morphogenesis
GO_bp:go_negative_regulation...640       SET      33     0.086637    0.0036256      0.14722      0.27811 GO_bp:go_negative_regulation_of_striated_muscle_cell_differentiation
GO_bp:go_response_to_amine               SET      44      0.12591    0.0060824      0.13586      0.17703 GO_bp:go_response_to_amine
GO_bp:go_regulation_of_organ...5         SET      52     0.045521    0.0023901      0.10978       0.3392 GO_bp:go_regulation_of_organic_acid_transport
GO_bp:go_regulation_of_dna_d...4         SET      48     0.059054    0.0029794      0.11354       0.3015 GO_bp:go_regulation_of_dna_dependent_dna_replication
GO_bp:go_protein_homotetrame...          SET      80    -0.065288   -0.0042487     0.089506      0.76712 GO_bp:go_protein_homotetramerization
GO_bp:go_heart_trabecula_mor...          SET      33     0.025272    0.0010576      0.15494      0.43522 GO_bp:go_heart_trabecula_morphogenesis
GO_bp:go_respiratory_chain_c...          SET      24     -0.18788   -0.0067068      0.14413       0.9038 GO_bp:go_respiratory_chain_complex_iv_assembly
GO_bp:go_vesicle_localization            SET     290   -0.0074238  -0.00091466     0.049139      0.56004 GO_bp:go_vesicle_localization
GO_bp:go_positive_regulation...437       SET      28    -0.024075  -0.00092815      0.16775      0.55706 GO_bp:go_positive_regulation_of_leukocyte_apoptotic_process
GO_bp:go_positive_regulation...123       SET       9      0.12112    0.0026488      0.26822      0.32579 GO_bp:go_positive_regulation_of_cell_fate_commitment
GO_bp:go_forebrain_morphogen...          SET      12     -0.47905    -0.012096      0.25796      0.96834 GO_bp:go_forebrain_morphogenesis
GO_bp:go_telomere_capping                SET      51    -0.016881  -0.00087779      0.10725      0.56253 GO_bp:go_telomere_capping
GO_bp:go_prostate_gland_morp...          SET      27    0.0054263   0.00020544      0.18586      0.48835 GO_bp:go_prostate_gland_morphogenesis
GO_bp:go_negative_regulation...43        SET      39     -0.14615   -0.0066478       0.1359      0.85889 GO_bp:go_negative_regulation_of_axon_extension
GO_bp:go_positive_regulation...855       SET      72    -0.086605   -0.0053479     0.093747       0.8222 GO_bp:go_positive_regulation_of_type_i_interferon_production
GO_bp:go_regulation_of_stres...          SET     219      0.11315     0.012138     0.056544     0.022695 GO_bp:go_regulation_of_stress_activated_protein_kinase_signaling_cascade
GO_bp:go_myeloid_cell_develo...          SET      63     -0.10463   -0.0060449      0.10647      0.83712 GO_bp:go_myeloid_cell_development
GO_bp:go_negative_regulation...357       SET     229     0.031452    0.0034492     0.054593      0.28227 GO_bp:go_negative_regulation_of_kinase_activity
GO_bp:go_regulation_of_mitoc...4         SET      60    -0.089467   -0.0050449     0.095141      0.82648 GO_bp:go_regulation_of_mitochondrial_membrane_permeability_involved_in_apoptotic_process
GO_bp:go_intracellular_prote...2         SET    1095    -0.032911    -0.007706     0.024463      0.91073 GO_bp:go_intracellular_protein_transport
GO_bp:go_regulation_of_histo...2         SET      23     -0.15807    -0.005524       0.1662      0.82922 GO_bp:go_regulation_of_histone_deacetylation
GO_bp:go_regulation_of_phosp...1         SET     161     0.001205   0.00011101     0.063133      0.49239 GO_bp:go_regulation_of_phosphatase_activity
GO_bp:go_neurotransmitter_up...          SET      40     0.079335    0.0036546      0.14594      0.29336 GO_bp:go_neurotransmitter_uptake
GO_bp:go_microtubule_anchori...1         SET      24       0.3452     0.012323       0.1799     0.027508 GO_bp:go_microtubule_anchoring
GO_bp:go_cell_division                   SET     573     0.047493    0.0081621     0.034574     0.084778 GO_bp:go_cell_division
GO_bp:go_regulation_of_mrna_...3         SET     193     0.099893     0.010067     0.057139      0.04022 GO_bp:go_regulation_of_mrna_catabolic_process
GO_bp:go_intermediate_filame...3         SET      20     -0.41032    -0.013373      0.20626      0.97666 GO_bp:go_intermediate_filament_organization
GO_bp:go_negative_regulation...108       SET      17      0.19671    0.0059111      0.20174      0.16477 GO_bp:go_negative_regulation_of_cell_division
GO_bp:go_cellular_response_t...116       SET      77     0.027791    0.0017745     0.094518      0.38437 GO_bp:go_cellular_response_to_uv
GO_bp:go_regulation_of_nucle...2         SET     200     0.019644    0.0020147     0.057089      0.36539 GO_bp:go_regulation_of_nuclear_division
GO_bp:go_response_to_acid_ch...          SET     324     -0.13376    -0.017404     0.047771      0.99744 GO_bp:go_response_to_acid_chemical
GO_bp:go_response_to_prostag...3         SET      21      0.26989    0.0090128      0.18246     0.069554 GO_bp:go_response_to_prostaglandin_e
GO_bp:go_positive_regulation...262       SET      47      0.21826     0.010896      0.13872     0.057827 GO_bp:go_positive_regulation_of_epithelial_to_mesenchymal_transition
GO_bp:go_response_to_steroid...          SET     374    -0.013183   -0.0018403     0.043873      0.61809 GO_bp:go_response_to_steroid_hormone
GO_bp:go_positive_regulation...726       SET      32    -0.046713   -0.0019251       0.1349      0.63543 GO_bp:go_positive_regulation_of_rna_splicing
GO_bp:go_response_to_immobil...          SET      25       0.2355    0.0085798      0.16713     0.079419 GO_bp:go_response_to_immobilization_stress
GO_bp:go_response_to_interle...9         SET      35     -0.17205   -0.0074147      0.14263      0.88613 GO_bp:go_response_to_interleukin_4
GO_bp:go_positive_regulation...428       SET      15     -0.21048   -0.0059414      0.23826      0.81148 GO_bp:go_positive_regulation_of_keratinocyte_differentiation
GO_bp:go_cardiac_chamber_mor...          SET     124     0.024994    0.0020226     0.082342      0.38074 GO_bp:go_cardiac_chamber_morphogenesis
GO_bp:go_regulation_of_carti...          SET      64    -0.073965   -0.0043071      0.10778      0.75371 GO_bp:go_regulation_of_cartilage_development
GO_bp:go_positive_regulation...409       SET      44      0.04798    0.0023178      0.13091      0.35699 GO_bp:go_positive_regulation_of_interleukin_8_production
GO_bp:go_regulation_of_defen...3         SET      66    -0.079256   -0.0046865        0.101      0.78367 GO_bp:go_regulation_of_defense_response_to_virus
GO_bp:go_response_to_peptide             SET     468     0.001105   0.00017211      0.03898      0.48869 GO_bp:go_response_to_peptide
GO_bp:go_dna_dependent_dna_r...1         SET     140    -0.030397   -0.0026127     0.064359      0.68164 GO_bp:go_dna_dependent_dna_replication
GO_bp:go_regulation_of_skele...3         SET      19    -0.088505   -0.0028115      0.17288      0.69565 GO_bp:go_regulation_of_skeletal_muscle_cell_differentiation
GO_bp:go_positive_regulation...146       SET     132     0.085121    0.0071056     0.070241       0.1128 GO_bp:go_positive_regulation_of_cellular_protein_catabolic_process
GO_bp:go_sterol_homeostasis              SET      77    0.0016194    0.0001034      0.10205      0.49367 GO_bp:go_sterol_homeostasis
GO_bp:go_embryonic_axis_spec...          SET      32     0.082534    0.0034013      0.14533      0.28506 GO_bp:go_embryonic_axis_specification
GO_bp:go_regulation_of_leuko...2         SET      83      0.11022    0.0073055     0.090472      0.11157 GO_bp:go_regulation_of_leukocyte_apoptotic_process
GO_bp:go_cellular_response_t...69        SET     577   -0.0019067  -0.00032878     0.036747      0.52069 GO_bp:go_cellular_response_to_lipid
GO_bp:go_lipoprotein_metabol...          SET      30     -0.13612   -0.0054317      0.15986      0.80274 GO_bp:go_lipoprotein_metabolic_process
GO_bp:go_disruption_of_cells...          SET      16      0.17518    0.0051071      0.20548      0.19696 GO_bp:go_disruption_of_cells_of_other_organism_involved_in_symbiotic_interaction
GO_bp:go_iron_coordination_e...          SET      12     -0.20851   -0.0052649      0.22506       0.8229 GO_bp:go_iron_coordination_entity_transport
GO_bp:go_phosphatidylcholine...2         SET      37    -0.072556   -0.0032148      0.12791      0.71473 GO_bp:go_phosphatidylcholine_biosynthetic_process
GO_bp:go_regulation_of_coagu...          SET      79     0.031122    0.0020127     0.096968      0.37412 GO_bp:go_regulation_of_coagulation
GO_bp:go_membrane_biogenesis             SET      31      0.10716    0.0043469       0.1503      0.23793 GO_bp:go_membrane_biogenesis
GO_bp:go_regulation_of_epide...3         SET      82    0.0059803   0.00039399     0.094315      0.47472 GO_bp:go_regulation_of_epidermis_development
GO_bp:go_formation_of_primar...          SET     113     -0.14436    -0.011155     0.082014       0.9608 GO_bp:go_formation_of_primary_germ_layer
GO_bp:go_negative_regulation...443       SET      48     0.079953    0.0040337      0.12352      0.25873 GO_bp:go_negative_regulation_of_muscle_cell_differentiation
GO_bp:go_energy_reserve_meta...          SET      79     -0.12124   -0.0078403     0.095373      0.89816 GO_bp:go_energy_reserve_metabolic_process
GO_bp:go_glycolipid_biosynth...          SET      61    -0.022568   -0.0012831      0.10286      0.58683 GO_bp:go_glycolipid_biosynthetic_process
GO_bp:go_regulation_of_actin...6         SET      27    0.0085067   0.00032206      0.14002      0.47578 GO_bp:go_regulation_of_actin_nucleation
GO_bp:go_regulation_of_dendr...5         SET      11      0.18539     0.004482      0.25617      0.23462 GO_bp:go_regulation_of_dendritic_cell_differentiation
GO_bp:go_epithelial_cell_dev...          SET     190    -0.012021    -0.001202      0.06257      0.57617 GO_bp:go_epithelial_cell_development
GO_bp:go_negative_regulation...374       SET      67    0.0092325   0.00055003      0.10097      0.46357 GO_bp:go_negative_regulation_of_lipid_metabolic_process
GO_bp:go_protein_localizatio...23        SET      17     -0.14917   -0.0044825      0.19158      0.78189 GO_bp:go_protein_localization_to_kinetochore
GO_bp:go_negative_regulation...242       SET      44      -0.1982   -0.0095746      0.13205      0.93331 GO_bp:go_negative_regulation_of_fat_cell_differentiation
GO_bp:go_photoperiodism                  SET      24      0.30581     0.010917      0.15856     0.026894 GO_bp:go_photoperiodism
GO_bp:go_alpha_amino_acid_bi...          SET      58      0.10343    0.0057346      0.11085      0.17539 GO_bp:go_alpha_amino_acid_biosynthetic_process
GO_bp:go_mesenchymal_to_epit...1         SET      19     -0.22575   -0.0071713      0.22207      0.84532 GO_bp:go_mesenchymal_to_epithelial_transition
GO_bp:go_establishment_of_en...2         SET       9     -0.10263   -0.0022443      0.31886      0.62622 GO_bp:go_establishment_of_endothelial_intestinal_barrier
GO_bp:go_salivary_gland_deve...          SET      36    -0.051911   -0.0022688      0.15694      0.62959 GO_bp:go_salivary_gland_development
GO_bp:go_cell_cycle_dna_repl...          SET      61      0.11267    0.0064059     0.099554      0.12888 GO_bp:go_cell_cycle_dna_replication
GO_bp:go_negative_regulation...680       SET      11      0.10729    0.0025937      0.23557       0.3244 GO_bp:go_negative_regulation_of_transcription_elongation_from_rna_polymerase_ii_promoter
GO_bp:go_chromosome_condensa...          SET      40     -0.12511   -0.0057634      0.11185      0.86833 GO_bp:go_chromosome_condensation
