# MEAN_SAMPLE_SIZE = 64163
# TOTAL_GENES = 18811
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_regulation_of_actin...4         SET      87     -0.06856   -0.0046519     0.092521      0.77065 GO_bp:go_regulation_of_actin_filament_bundle_assembly
GO_bp:go_olfactory_lobe_deve...          SET      31      0.27251     0.011054      0.16726      0.05164 GO_bp:go_olfactory_lobe_development
GO_bp:go_response_to_interle...10        SET      36    -0.034406   -0.0015037      0.15382      0.58849 GO_bp:go_response_to_interleukin_6
GO_bp:go_vasculogenesis                  SET      72      0.21001     0.012968      0.11098     0.029233 GO_bp:go_vasculogenesis
GO_bp:go_lipopolysaccharide_...          SET      56     -0.21149    -0.011522      0.11568      0.96623 GO_bp:go_lipopolysaccharide_mediated_signaling_pathway
GO_bp:go_regulation_of_cell_...6         SET     372    0.0064834   0.00090269     0.046158      0.44415 GO_bp:go_regulation_of_cell_cell_adhesion
GO_bp:go_branching_involved_...2         SET      11      0.41786     0.010102      0.29473     0.078142 GO_bp:go_branching_involved_in_labyrinthine_layer_morphogenesis
GO_bp:go_regulation_of_t_cel...9         SET      63     -0.03012   -0.0017402      0.11306      0.60504 GO_bp:go_regulation_of_t_cell_mediated_immunity
GO_bp:go_mechanoreceptor_dif...          SET      59     -0.05643   -0.0031554      0.10949      0.69685 GO_bp:go_mechanoreceptor_differentiation
GO_bp:go_histone_ubiquitinat...          SET      40   -0.0055002  -0.00025337      0.13137       0.5167 GO_bp:go_histone_ubiquitination
GO_bp:go_cellular_response_t...9         SET     131      0.15713     0.013067     0.075435     0.018634 GO_bp:go_cellular_response_to_antibiotic
GO_bp:go_negative_regulation...383       SET      23    -0.085847   -0.0030001      0.18488       0.6788 GO_bp:go_negative_regulation_of_lyase_activity
GO_bp:go_neuron_apoptotic_pr...          SET     226   -0.0046951  -0.00051155     0.055885      0.53348 GO_bp:go_neuron_apoptotic_process
GO_bp:go_regulation_of_vasoc...          SET      53     -0.15065   -0.0079853      0.13066      0.87554 GO_bp:go_regulation_of_vasoconstriction
GO_bp:go_cellular_response_t...38        SET      51   -0.0081154    -0.000422       0.1239      0.52611 GO_bp:go_cellular_response_to_fatty_acid
GO_bp:go_monovalent_inorgani...1         SET      26     0.063461    0.0023578      0.17211      0.35617 GO_bp:go_monovalent_inorganic_anion_homeostasis
GO_bp:go_regulation_of_ph                SET      94    -0.099642   -0.0070263     0.085894      0.87698 GO_bp:go_regulation_of_ph
GO_bp:go_cyclooxygenase_path...          SET      11   -0.0059957  -0.00014495      0.28618      0.50836 GO_bp:go_cyclooxygenase_pathway
GO_bp:go_cell_surface_recept...1         SET     582    -0.046114    -0.007985     0.036285      0.89811 GO_bp:go_cell_surface_receptor_signaling_pathway_involved_in_cell_cell_signaling
GO_bp:go_positive_regulation...708       SET      53     0.092738    0.0049158      0.11623      0.21248 GO_bp:go_positive_regulation_of_response_to_cytokine_stimulus
GO_bp:go_proteoglycan_biosyn...          SET      64    0.0093267   0.00054311      0.10871      0.46581 GO_bp:go_proteoglycan_biosynthetic_process
GO_bp:go_granulocyte_differe...          SET      31     -0.23988     -0.00973      0.15801       0.9355 GO_bp:go_granulocyte_differentiation
GO_bp:go_golgi_ribbon_format...          SET      12     -0.23704   -0.0059851      0.25383      0.82481 GO_bp:go_golgi_ribbon_formation
GO_bp:go_negative_regulation...213       SET      11      0.22847    0.0055234      0.25191      0.18222 GO_bp:go_negative_regulation_of_endoplasmic_reticulum_unfolded_protein_response
GO_bp:go_deoxyribonucleotide...          SET      15     -0.11597   -0.0032735      0.25531      0.67516 GO_bp:go_deoxyribonucleotide_biosynthetic_process
GO_bp:go_protein_localizatio...21        SET      27     -0.16224   -0.0061423      0.15189      0.85726 GO_bp:go_protein_localization_to_golgi_apparatus
GO_bp:go_positive_regulation...651       SET     234     0.010365    0.0011489     0.055233      0.42557 GO_bp:go_positive_regulation_of_protein_complex_assembly
GO_bp:go_perk_mediated_unfol...          SET      21     -0.23613   -0.0078855      0.20061      0.88041 GO_bp:go_perk_mediated_unfolded_protein_response
GO_bp:go_response_to_cortico...2         SET      20      0.35146     0.011454      0.19919     0.038837 GO_bp:go_response_to_corticosterone
GO_bp:go_regulation_of_viral...5         SET      63     0.028654    0.0016555      0.10333      0.39077 GO_bp:go_regulation_of_viral_transcription
GO_bp:go_negative_regulation...541       SET      67     -0.13546   -0.0080703     0.099164      0.91403 GO_bp:go_negative_regulation_of_protein_complex_disassembly
GO_bp:go_positive_regulation...191       SET      11   -0.0090682  -0.00021923      0.30651       0.5118 GO_bp:go_positive_regulation_of_cysteine_type_endopeptidase_activity_involved_in_apoptotic_signaling_pathway
GO_bp:go_tube_formation                  SET     141    0.0031218   0.00026927     0.076243      0.48367 GO_bp:go_tube_formation
GO_bp:go_cellular_response_t...109       SET     243     0.052253    0.0059006     0.055791      0.17449 GO_bp:go_cellular_response_to_steroid_hormone_stimulus
GO_bp:go_ribonucleoprotein_c...1         SET     421     0.035647     0.005273     0.038819      0.17924 GO_bp:go_ribonucleoprotein_complex_biogenesis
GO_bp:go_meiotic_cell_cycle              SET     237    -0.013773   -0.0015362     0.052666      0.60315 GO_bp:go_meiotic_cell_cycle
GO_bp:go_positive_regulation...704       SET      12       0.2212    0.0055852      0.26312      0.20027 GO_bp:go_positive_regulation_of_renal_sodium_excretion
GO_bp:go_response_to_stimulu...          SET      15     0.054968    0.0015516      0.25545      0.41481 GO_bp:go_response_to_stimulus_involved_in_regulation_of_muscle_adaptation
GO_bp:go_cell_fate_determina...          SET      41      0.15077    0.0070312      0.14254       0.1451 GO_bp:go_cell_fate_determination
GO_bp:go_detection_of_mechan...4         SET      12      -0.1844   -0.0046561      0.26961      0.75299 GO_bp:go_detection_of_mechanical_stimulus_involved_in_sensory_perception_of_sound
GO_bp:go_regulation_of_osteo...1         SET     105     0.070501    0.0052527     0.087358      0.20983 GO_bp:go_regulation_of_osteoblast_differentiation
GO_bp:go_positive_regulation...807       SET      47      0.10487    0.0052355      0.11708      0.18521 GO_bp:go_positive_regulation_of_telomere_maintenance
GO_bp:go_positive_regulation...253       SET      10     -0.15168   -0.0034963      0.31737      0.68364 GO_bp:go_positive_regulation_of_epidermal_growth_factor_activated_receptor_activity
GO_bp:go_mrna_transcription              SET      24    -0.061156   -0.0021831      0.16054      0.64838 GO_bp:go_mrna_transcription
GO_bp:go_coenzyme_metabolic_...          SET     243     0.032802    0.0037041     0.054396      0.27325 GO_bp:go_coenzyme_metabolic_process
GO_bp:go_cellular_lipid_meta...          SET     841    -0.051979    -0.010742     0.030099       0.9579 GO_bp:go_cellular_lipid_metabolic_process
GO_bp:go_gdp_metabolic_proce...          SET       6      -0.2663   -0.0047554      0.42677      0.73368 GO_bp:go_gdp_metabolic_process
GO_bp:go_regulation_of_prote...23        SET      20     -0.15633    -0.005095      0.20288      0.77951 GO_bp:go_regulation_of_protein_homooligomerization
GO_bp:go_regulation_of_fatty...2         SET      39   0.00091781   4.1748e-05      0.13104      0.49721 GO_bp:go_regulation_of_fatty_acid_biosynthetic_process
GO_bp:go_cellular_response_t...27        SET      21    -0.011854  -0.00039584       0.1778      0.52658 GO_bp:go_cellular_response_to_dsrna
GO_bp:go_interspecies_intera...          SET     888    -0.018064    -0.003831     0.028865      0.73427 GO_bp:go_interspecies_interaction_between_organisms
GO_bp:go_positive_regulation...386       SET      11    -0.090524   -0.0021885      0.24735       0.6428 GO_bp:go_positive_regulation_of_interferon_gamma_biosynthetic_process
GO_bp:go_lamellipodium_organ...          SET      77     0.092244    0.0058897      0.10237      0.18377 GO_bp:go_lamellipodium_organization
GO_bp:go_regulation_of_dna_d...1         SET      16    -0.027008  -0.00078735      0.21939      0.54899 GO_bp:go_regulation_of_dna_damage_checkpoint
GO_bp:go_negative_regulation...387       SET      37     0.013754   0.00060939       0.1413      0.46123 GO_bp:go_negative_regulation_of_lymphocyte_mediated_immunity
GO_bp:go_negative_regulation...376       SET      26     -0.24487   -0.0090975      0.15467       0.9433 GO_bp:go_negative_regulation_of_lipid_transport
GO_bp:go_regulation_of_heart...5         SET      36    -0.024606   -0.0010754      0.16362      0.55977 GO_bp:go_regulation_of_heart_rate_by_cardiac_conduction
GO_bp:go_ketone_biosynthetic...          SET      41    -0.072497    -0.003381      0.12909       0.7128 GO_bp:go_ketone_biosynthetic_process
GO_bp:go_i_kappab_phosphoryl...          SET      17     -0.16476   -0.0049509      0.19246      0.80402 GO_bp:go_i_kappab_phosphorylation
GO_bp:go_positive_regulation...525       SET      11     0.017291   0.00041801       0.2319      0.47028 GO_bp:go_positive_regulation_of_mrna_3_end_processing
GO_bp:go_grooming_behavior               SET      15     0.085931    0.0024256      0.24447      0.36261 GO_bp:go_grooming_behavior
GO_bp:go_regulation_of_histo...7         SET      26      0.13813    0.0051317      0.18971      0.23328 GO_bp:go_regulation_of_histone_h3_k4_methylation
GO_bp:go_glucose_metabolic_p...          SET     111    -0.027835   -0.0021319     0.077736      0.63985 GO_bp:go_glucose_metabolic_process
GO_bp:go_positive_regulation...67        SET      33    -0.076993   -0.0032221      0.15286      0.69276 GO_bp:go_positive_regulation_of_blood_pressure
GO_bp:go_regulation_of_anoik...          SET      24    -0.010833  -0.00038669       0.1886       0.5229 GO_bp:go_regulation_of_anoikis
GO_bp:go_positive_regulation...92        SET      25    -0.016695  -0.00060823       0.1803      0.53689 GO_bp:go_positive_regulation_of_cardiac_muscle_cell_proliferation
GO_bp:go_negative_regulation...719       SET      17      0.32631    0.0098054      0.20907     0.059302 GO_bp:go_negative_regulation_of_viral_entry_into_host_cell
GO_bp:go_negative_regulation...49        SET      15     0.056482    0.0015944      0.22239      0.39976 GO_bp:go_negative_regulation_of_b_cell_proliferation
GO_bp:go_purine_nucleobase_m...          SET       7     -0.54573    -0.010526      0.38076       0.9241 GO_bp:go_purine_nucleobase_metabolic_process
GO_bp:go_nucleobase_containi...4         SET      28     -0.47348    -0.018254      0.15287      0.99902 GO_bp:go_nucleobase_containing_small_molecule_interconversion
GO_bp:go_mitochondrial_fusion            SET      22      0.07901    0.0027005      0.17129      0.32231 GO_bp:go_mitochondrial_fusion
GO_bp:go_regulation_of_depho...          SET     192    -0.037264   -0.0037456     0.059965      0.73284 GO_bp:go_regulation_of_dephosphorylation
GO_bp:go_carbohydrate_homeos...          SET     231    0.0073732   0.00081205     0.056985      0.44853 GO_bp:go_carbohydrate_homeostasis
GO_bp:go_neuron_projection_r...          SET      54        0.102    0.0054574      0.12432      0.20598 GO_bp:go_neuron_projection_regeneration
GO_bp:go_cartilage_developme...2         SET      46      0.10663    0.0052664      0.12101      0.18914 GO_bp:go_cartilage_development_involved_in_endochondral_bone_morphogenesis
GO_bp:go_negative_regulation...218       SET      13    -0.030441      -0.0008      0.26785      0.54524 GO_bp:go_negative_regulation_of_epidermal_cell_differentiation
GO_bp:go_long_term_synaptic_...2         SET      84     0.017826    0.0011886      0.10134      0.43019 GO_bp:go_long_term_synaptic_potentiation
GO_bp:go_monocarboxylic_acid...4         SET     153    -0.052352   -0.0047023     0.069825       0.7733 GO_bp:go_monocarboxylic_acid_transport
GO_bp:go_regulation_of_cytos...1         SET     491    -0.024351   -0.0038827     0.038771      0.73502 GO_bp:go_regulation_of_cytoskeleton_organization
GO_bp:go_sex_differentiation             SET     245     -0.02937     -0.00333     0.055666      0.70111 GO_bp:go_sex_differentiation
GO_bp:go_negative_regulation...299       SET      64      0.22193     0.012923      0.11111     0.022901 GO_bp:go_negative_regulation_of_hormone_secretion
GO_bp:go_cell_cycle                      SET    1716    0.0097343    0.0028028     0.021413       0.3247 GO_bp:go_cell_cycle
GO_bp:go_cellular_response_t...96        SET      18      0.10453    0.0032319      0.18991      0.29103 GO_bp:go_cellular_response_to_ph
GO_bp:go_negative_regulation...86        SET      13      0.35441    0.0093139      0.26897     0.093821 GO_bp:go_negative_regulation_of_catecholamine_secretion
GO_bp:go_regulation_of_intri...3         SET      37      0.32206      0.01427      0.13373    0.0080206 GO_bp:go_regulation_of_intrinsic_apoptotic_signaling_pathway_in_response_to_dna_damage
GO_bp:go_response_to_vitamin...3         SET      11       0.1507    0.0036432       0.2351      0.26077 GO_bp:go_response_to_vitamin_e
GO_bp:go_positive_regulation...664       SET     165    -0.095278   -0.0088844     0.070454      0.91186 GO_bp:go_positive_regulation_of_protein_kinase_b_signaling
GO_bp:go_lymph_vessel_morpho...          SET      18     0.025925   0.00080159      0.19694      0.44764 GO_bp:go_lymph_vessel_morphogenesis
GO_bp:go_positive_regulation...80        SET      15     -0.03925   -0.0011079      0.21547      0.57227 GO_bp:go_positive_regulation_of_calcium_ion_import
GO_bp:go_detection_of_abioti...          SET     126     -0.13226    -0.010789     0.076006      0.95907 GO_bp:go_detection_of_abiotic_stimulus
GO_bp:go_oligosaccharide_bio...          SET      18     -0.10762   -0.0033275      0.21428      0.69224 GO_bp:go_oligosaccharide_biosynthetic_process
GO_bp:go_cardiac_muscle_cell...1         SET      63    -0.012955  -0.00074848      0.12103      0.54262 GO_bp:go_cardiac_muscle_cell_action_potential
GO_bp:go_negative_regulation...102       SET      99    -0.055282       -0.004     0.083263      0.74663 GO_bp:go_negative_regulation_of_cell_cycle_g2_m_phase_transition
GO_bp:go_purine_nucleoside_c...          SET       7       0.3458    0.0066696      0.44086      0.21642 GO_bp:go_purine_nucleoside_catabolic_process
GO_bp:go_negative_regulation...178       SET     127     -0.11048   -0.0090477     0.073596      0.93334 GO_bp:go_negative_regulation_of_cytoskeleton_organization
GO_bp:go_response_to_muscle_...1         SET      24     -0.17483    -0.006241      0.16414      0.85659 GO_bp:go_response_to_muscle_activity
GO_bp:go_negative_regulation...352       SET      35    -0.033772   -0.0014554      0.13151      0.60134 GO_bp:go_negative_regulation_of_jnk_cascade
GO_bp:go_regulation_of_myotu...          SET      54     0.076948    0.0041169      0.12589      0.27053 GO_bp:go_regulation_of_myotube_differentiation
GO_bp:go_trachea_morphogenes...          SET      11     -0.16419   -0.0039693      0.27729      0.72311 GO_bp:go_trachea_morphogenesis
